,UNIT_SETTLER,UNIT_BUILDER,UNIT_TRADER,UNIT_MISSIONARY,UNIT_APOSTLE,UNIT_INQUISITOR,UNIT_GURU,UNIT_WARRIOR_MONK,UNIT_ARCHAEOLOGIST,UNIT_GREAT_GENERAL,UNIT_GREAT_ADMIRAL,UNIT_GREAT_ENGINEER,UNIT_GREAT_MERCHANT,UNIT_GREAT_PROPHET,UNIT_GREAT_SCIENTIST,UNIT_GREAT_WRITER,UNIT_GREAT_ARTIST,UNIT_GREAT_MUSICIAN,UNIT_SPY,UNIT_NATURALIST,UNIT_SCOUT,UNIT_WARRIOR,UNIT_SLINGER,UNIT_BARBARIAN_HORSEMAN,UNIT_BARBARIAN_HORSE_ARCHER,UNIT_SUMERIAN_WAR_CART,UNIT_BARBARIAN_RAIDER,UNIT_GALLEY,UNIT_NORWEGIAN_LONGSHIP,UNIT_ARCHER,UNIT_SPEARMAN,UNIT_HEAVY_CHARIOT,UNIT_BATTERING_RAM,UNIT_GREEK_HOPLITE,UNIT_SWORDSMAN,UNIT_HORSEMAN,UNIT_SCYTHIAN_HORSE_ARCHER,UNIT_ROMAN_LEGION,UNIT_KONGO_SHIELD_BEARER,UNIT_CATAPULT,UNIT_SIEGE_TOWER,UNIT_QUADRIREME,UNIT_EGYPTIAN_CHARIOT_ARCHER,UNIT_JAPANESE_SAMURAI,UNIT_NORWEGIAN_BERSERKER,UNIT_KNIGHT,UNIT_INDIAN_VARU,UNIT_ARABIAN_MAMLUK,UNIT_CROSSBOWMAN,UNIT_CHINESE_CROUCHING_TIGER,UNIT_MILITARY_ENGINEER,UNIT_PIKEMAN,UNIT_MUSKETMAN,UNIT_SPANISH_CONQUISTADOR,UNIT_CARAVEL,UNIT_BOMBARD,UNIT_FRIGATE,UNIT_PRIVATEER,UNIT_ENGLISH_SEADOG,UNIT_FIELD_CANNON,UNIT_CAVALRY,UNIT_RUSSIAN_COSSACK,UNIT_ENGLISH_REDCOAT,UNIT_FRENCH_GARDE_IMPERIALE,UNIT_MEDIC,UNIT_IRONCLAD,UNIT_RANGER,UNIT_OBSERVATION_BALLOON,UNIT_BIPLANE,UNIT_INFANTRY,UNIT_ARTILLERY,UNIT_BATTLESHIP,UNIT_BRAZILIAN_MINAS_GERAES,UNIT_SUBMARINE,UNIT_GERMAN_UBOAT,UNIT_AT_CREW,UNIT_TANK,UNIT_FIGHTER,UNIT_AMERICAN_P51,UNIT_BOMBER,UNIT_ANTIAIR_GUN,UNIT_MACHINE_GUN,UNIT_AIRCRAFT_CARRIER,UNIT_DESTROYER,UNIT_HELICOPTER,UNIT_NUCLEAR_SUBMARINE,UNIT_MECHANIZED_INFANTRY,UNIT_ROCKET_ARTILLERY,UNIT_MOBILE_SAM,UNIT_JET_FIGHTER,UNIT_JET_BOMBER,UNIT_MISSILE_CRUISER,UNIT_MODERN_AT,UNIT_MODERN_ARMOR,UNIT_AZTEC_EAGLE_WARRIOR,UNIT_INDONESIAN_JONG,UNIT_KHMER_DOMREY,UNIT_POLISH_HUSSAR,UNIT_NUBIAN_PITATI,UNIT_MACEDONIAN_HYPASPIST,UNIT_MACEDONIAN_HETAIROI,UNIT_PERSIAN_IMMORTAL,UNIT_DIGGER,UNIT_ZULU_IMPI,UNIT_KOREAN_HWACHA,UNIT_SCOTTISH_HIGHLANDER,UNIT_DE_ZEVEN_PROVINCIEN,UNIT_MONGOLIAN_KESHIG,UNIT_GEORGIAN_KHEVSURETI,UNIT_MAPUCHE_MALON_RAIDER,UNIT_CREE_OKIHTCITAW,UNIT_SPEC_OPS,UNIT_DRONE,UNIT_PIKE_AND_SHOT,UNIT_SUPPLY_CONVOY,UNIT_SKIRMISHER,UNIT_COURSER,UNIT_CUIRASSIER,UNIT_GIANT_DEATH_ROBOT,UNIT_ROCK_BAND,UNIT_CANADA_MOUNTIE,UNIT_HUNGARY_BLACK_ARMY,UNIT_HUNGARY_HUSZAR,UNIT_INCA_WARAKAQ,UNIT_MALI_MANDEKALU_CAVALRY,UNIT_MAORI_TOA,UNIT_OTTOMAN_BARBARY_CORSAIR,UNIT_PHOENICIA_BIREME,UNIT_SULEIMAN_JANISSARY,UNIT_SWEDEN_CAROLEAN,UNIT_AMERICAN_ROUGH_RIDER,UNIT_BABYLONIAN_SABUM_KIBITTUM,UNIT_MAYAN_HULCHE,UNIT_LAHORE_NIHANG,UNIT_COMANDANTE_GENERAL,UNIT_COLOMBIAN_LLANERO,UNIT_BYZANTINE_DROMON,UNIT_BYZANTINE_TAGMA,UNIT_GAUL_GAESATAE,UNIT_VIETNAMESE_VOI_CHIEN,UNIT_ETHIOPIAN_OROMO_CAVALRY
UNIT_DE_ZEVEN_PROVINCIEN, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 7.88, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 33.33, 24.03, 26.00, 22.04, 25.00, 11.64, 11.64, 11.64, 7.88, 17.66, 18.19, 14.93, 100.00, 18.19, 8.89, 7.60, 16.66, 6.62, 8.89, 6.88, 100.00, 9.09, 12.11, 3.66, 5.52, 2.86, 6.62, 2.86, 10.71, 7.46, 100.00, 6.12, 2.30, 2.30, 1.70, 2.19, 1.50, 2.20, 2.20, 2.36, 0.98, 0.65, 1.06, 1.20, 100.00, 0.51, 2.35, 100.00, 0.15, 0.85, 0.61, 0.45, 0.20, 0.31, 0.31, 0.85, 0.23, 0.05, 0.05, 0.08, 131.92, 0.86, 0.78, 0.23, 0.22, 0.14, 0.19, 0.20, 130.61, 0.04, 0.06, 0.20, 0.23, 0.15, 14.93, 1.50, 4.31, 1.70, 14.29, 8.89, 7.60, 13.27, 0.71, 6.12, 2.89, 1.57, 1.00, 9.73, 4.50, 1.70, 22.04, 1.07, 100.00, 2.30, 100.00, 14.29, 3.92, 0.82, 0.03, 100.00, 1.13, 3.12, 0.78, 10.00, 2.66, 8.89, 2.20, 7.88, 1.63, 0.82, 0.65, 25.00, 14.29, 18.19, 100.00, 0.98, 5.88, 2.86, 13.53, 8.00, 3.34
UNIT_MONGOLIAN_KESHIG, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.70, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 11.64, 6.62, 6.88, 5.52, 5.72, 2.47, 1.77, 1.77, 1.22, 4.00, 2.98, 3.66, 100.00, 2.98, 2.14, 1.55, 3.20, 1.63, 2.14, 3.63, 100.00, 1.36, 2.04, 0.98, 1.46, 0.61, 1.63, 0.61, 1.44, 1.11, 100.00, 1.04, 0.63, 0.63, 0.25, 0.93, 0.16, 0.23, 0.23, 0.40, 0.22, 0.17, 0.44, 0.38, 100.00, 0.11, 0.25, 100.00, 0.05, 0.30, 0.28, 0.07, 0.05, 0.06, 0.06, 0.26, 0.10, 0.03, 0.03, 0.04, 131.92, 0.22, 0.14, 0.07, 0.10, 0.03, 0.08, 0.09, 130.61, 0.02, 0.03, 0.05, 0.09, 0.07, 3.66, 0.16, 1.78, 0.35, 2.47, 2.14, 1.55, 3.21, 0.30, 1.04, 0.50, 0.20, 0.10, 1.00, 1.20, 0.35, 5.52, 0.14, 100.00, 0.50, 100.00, 2.20, 0.82, 0.20, 0.02, 100.00, 0.23, 0.65, 0.19, 1.50, 0.55, 2.14, 0.23, 1.22, 0.46, 0.17, 0.17, 6.90, 2.86, 4.50, 100.00, 0.22, 1.39, 0.61, 4.17, 0.82, 0.71
UNIT_GEORGIAN_KHEVSURETI, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 2.20, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 12.50, 7.27, 6.66, 7.27, 5.88, 3.17, 3.17, 3.17, 2.20, 2.14, 5.85, 3.88, 100.00, 5.85, 2.05, 2.05, 4.23, 1.44, 2.05, 1.80, 100.00, 3.20, 1.17, 0.79, 1.49, 0.79, 1.44, 0.79, 0.83, 1.02, 100.00, 1.66, 0.45, 0.45, 0.45, 0.47, 0.31, 0.43, 0.43, 0.22, 0.26, 0.18, 0.20, 0.21, 100.00, 0.14, 0.36, 100.00, 0.03, 0.14, 0.13, 0.11, 0.05, 0.07, 0.07, 0.17, 0.08, 0.01, 0.01, 0.02, 82.58, 0.07, 0.21, 0.08, 0.07, 0.04, 0.06, 0.05, 82.58, 0.01, 0.02, 0.05, 0.08, 0.05, 3.88, 0.31, 0.95, 0.45, 1.75, 2.05, 2.05, 1.52, 0.13, 1.66, 0.27, 0.24, 0.22, 0.83, 1.00, 0.45, 7.27, 0.12, 100.00, 0.56, 100.00, 2.86, 1.07, 0.22, 0.01, 100.00, 0.31, 0.88, 0.21, 2.22, 0.74, 2.05, 0.43, 2.20, 0.31, 0.27, 0.18, 9.01, 2.05, 4.73, 100.00, 0.26, 1.79, 0.79, 4.79, 0.68, 0.93
UNIT_MAPUCHE_MALON_RAIDER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 4.73, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 20.00, 12.50, 10.00, 12.50, 9.09, 7.27, 7.27, 7.27, 4.73, 6.66, 7.09, 8.65, 100.00, 7.09, 4.50, 4.50, 6.66, 3.17, 4.50, 6.25, 100.00, 5.88, 4.23, 1.69, 3.23, 1.69, 3.17, 1.69, 2.86, 2.22, 100.00, 2.02, 1.00, 1.00, 1.00, 1.41, 0.88, 1.28, 1.28, 0.59, 0.59, 0.39, 0.46, 0.45, 100.00, 0.31, 0.79, 100.00, 0.07, 0.31, 0.32, 0.28, 0.13, 0.18, 0.18, 0.21, 0.14, 0.02, 0.02, 0.04, 82.58, 0.18, 0.45, 0.14, 0.11, 0.06, 0.09, 0.13, 82.58, 0.01, 0.03, 0.11, 0.10, 0.08, 8.65, 0.88, 3.09, 1.00, 5.55, 4.50, 4.50, 7.27, 0.27, 2.02, 0.79, 0.52, 0.59, 2.86, 2.20, 1.00, 12.50, 0.31, 100.00, 0.67, 100.00, 5.26, 2.30, 0.48, 0.02, 100.00, 0.69, 1.86, 0.45, 4.00, 1.59, 4.50, 1.28, 4.73, 0.69, 0.33, 0.39, 8.42, 6.25, 10.85, 100.00, 0.59, 5.26, 1.69, 9.48, 2.13, 2.05
UNIT_CREE_OKIHTCITAW, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 0.31, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 2.20, 1.00, 1.28, 1.00, 0.98, 0.45, 0.45, 0.45, 0.31, 0.59, 0.69, 0.54, 100.00, 0.69, 0.28, 0.28, 0.59, 0.21, 0.28, 0.43, 100.00, 0.45, 0.28, 0.11, 0.20, 0.11, 0.21, 0.11, 0.18, 0.14, 100.00, 0.19, 0.08, 0.08, 0.08, 0.09, 0.06, 0.08, 0.08, 0.04, 0.06, 0.05, 0.05, 0.05, 100.00, 0.04, 0.06, 100.00, 0.01, 0.04, 0.03, 0.03, 0.02, 0.02, 0.02, 0.04, 0.03, 0.00, 0.00, 0.01, 82.58, 0.02, 0.05, 0.03, 0.03, 0.01, 0.02, 0.02, 82.58, 0.00, 0.01, 0.02, 0.03, 0.02, 0.54, 0.06, 0.20, 0.08, 0.48, 0.28, 0.28, 0.45, 0.04, 0.19, 0.06, 0.04, 0.04, 0.18, 0.14, 0.08, 1.00, 0.03, 100.00, 0.08, 100.00, 0.40, 0.15, 0.05, 0.01, 100.00, 0.06, 0.11, 0.05, 0.31, 0.11, 0.28, 0.08, 0.31, 0.06, 0.05, 0.05, 1.26, 0.54, 0.69, 100.00, 0.06, 0.59, 0.11, 1.00, 0.14, 0.13
UNIT_SPEC_OPS, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 16.16, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 50.00, 35.33, 21.00, 33.33, 20.00, 22.04, 17.55, 17.55, 11.87, 13.50, 27.00, 24.22, 100.00, 27.00, 15.93, 14.22, 12.50, 11.91, 15.93, 17.66, 100.00, 11.27, 10.09, 6.65, 8.68, 5.59, 11.91, 5.59, 8.14, 6.00, 100.00, 11.45, 4.00, 4.00, 2.36, 6.18, 1.36, 2.05, 2.05, 2.34, 1.94, 1.31, 1.74, 2.08, 100.00, 0.75, 2.20, 100.00, 0.27, 1.47, 1.41, 0.36, 0.17, 0.28, 0.28, 1.47, 0.47, 0.07, 0.07, 0.10, 131.92, 0.86, 1.11, 0.35, 0.39, 0.11, 0.31, 0.32, 130.61, 0.04, 0.07, 0.14, 0.47, 0.20, 24.22, 1.36, 12.11, 3.20, 11.11, 15.93, 14.22, 24.03, 1.17, 11.45, 2.86, 1.50, 0.93, 7.14, 8.27, 3.20, 33.33, 1.00, 100.00, 4.00, 100.00, 11.11, 7.77, 1.63, 0.04, 100.00, 2.20, 6.18, 1.53, 7.14, 5.12, 15.93, 2.05, 11.87, 2.86, 1.63, 1.31, 33.33, 11.11, 27.00, 100.00, 1.94, 9.09, 5.59, 24.03, 6.95, 6.78
UNIT_DRONE, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01
UNIT_PIKE_AND_SHOT, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 4.73, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 20.00, 11.66, 10.00, 15.38, 11.11, 7.27, 7.27, 7.27, 4.73, 3.33, 10.85, 10.98, 100.00, 10.85, 3.71, 6.50, 7.69, 2.64, 3.71, 3.13, 100.00, 5.88, 2.14, 1.39, 2.69, 2.56, 4.79, 2.56, 1.59, 2.22, 100.00, 3.05, 0.83, 0.83, 1.00, 0.95, 0.61, 0.83, 0.83, 0.43, 0.86, 0.59, 0.37, 0.38, 100.00, 0.31, 0.79, 100.00, 0.06, 0.26, 0.26, 0.22, 0.11, 0.15, 0.15, 0.31, 0.21, 0.02, 0.02, 0.03, 82.58, 0.15, 0.45, 0.14, 0.17, 0.05, 0.08, 0.11, 82.58, 0.01, 0.02, 0.09, 0.14, 0.10, 6.83, 0.61, 1.80, 1.48, 2.78, 3.71, 6.50, 2.38, 0.21, 3.05, 0.54, 0.52, 0.43, 2.00, 1.77, 1.48, 12.50, 0.25, 100.00, 1.00, 100.00, 5.26, 3.46, 0.72, 0.02, 100.00, 1.00, 2.76, 0.67, 4.00, 2.35, 3.71, 0.83, 4.73, 0.56, 0.48, 0.59, 13.33, 3.13, 8.89, 100.00, 0.86, 2.63, 2.56, 7.55, 1.28, 3.03
UNIT_SUPPLY_CONVOY, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01
UNIT_SKIRMISHER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 0.78, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 5.52, 2.47, 3.20, 2.47, 2.64, 1.13, 0.79, 0.79, 0.55, 1.50, 1.70, 1.32, 100.00, 1.70, 0.71, 0.71, 1.50, 0.51, 0.71, 1.39, 100.00, 0.64, 0.66, 0.28, 0.40, 0.28, 0.51, 0.28, 0.45, 0.30, 100.00, 0.48, 0.19, 0.19, 0.14, 0.29, 0.09, 0.10, 0.10, 0.14, 0.15, 0.12, 0.14, 0.13, 100.00, 0.07, 0.17, 100.00, 0.04, 0.10, 0.09, 0.05, 0.03, 0.04, 0.04, 0.10, 0.07, 0.02, 0.02, 0.03, 130.61, 0.08, 0.09, 0.05, 0.07, 0.02, 0.05, 0.05, 130.61, 0.01, 0.02, 0.03, 0.07, 0.05, 1.32, 0.09, 0.66, 0.19, 1.13, 0.71, 0.71, 1.13, 0.10, 0.48, 0.17, 0.14, 0.07, 0.45, 0.35, 0.19, 2.47, 0.09, 100.00, 0.19, 100.00, 1.00, 0.38, 0.13, 0.02, 100.00, 0.15, 0.29, 0.13, 0.66, 0.26, 0.71, 0.10, 0.55, 0.15, 0.13, 0.12, 3.12, 1.32, 1.70, 100.00, 0.15, 0.63, 0.28, 2.47, 0.38, 0.32
UNIT_COURSER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 2.05, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 12.50, 6.42, 5.88, 6.42, 5.55, 3.05, 3.05, 3.05, 2.05, 3.88, 3.03, 3.51, 100.00, 3.03, 1.86, 1.86, 3.88, 1.35, 1.86, 2.83, 100.00, 2.96, 1.80, 0.74, 1.38, 0.74, 1.35, 0.74, 1.21, 0.94, 100.00, 0.86, 0.43, 0.43, 0.43, 0.58, 0.38, 0.55, 0.55, 0.25, 0.24, 0.16, 0.20, 0.19, 100.00, 0.13, 0.33, 100.00, 0.03, 0.13, 0.13, 0.11, 0.06, 0.07, 0.07, 0.10, 0.07, 0.01, 0.01, 0.02, 82.58, 0.07, 0.19, 0.07, 0.07, 0.03, 0.06, 0.06, 82.58, 0.01, 0.02, 0.06, 0.06, 0.05, 3.51, 0.38, 1.28, 0.43, 3.19, 1.86, 1.86, 3.05, 0.11, 0.86, 0.33, 0.22, 0.25, 1.21, 0.93, 0.43, 6.42, 0.13, 100.00, 0.29, 100.00, 2.66, 1.00, 0.21, 0.01, 100.00, 0.28, 0.79, 0.19, 2.02, 0.69, 1.86, 0.55, 2.05, 0.28, 0.14, 0.16, 4.35, 3.58, 4.50, 100.00, 0.24, 3.45, 0.74, 4.45, 0.91, 0.88
UNIT_CUIRASSIER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 9.34, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 25.00, 20.00, 14.29, 20.00, 12.50, 12.50, 12.50, 12.50, 9.34, 9.09, 11.40, 14.28, 100.00, 11.40, 9.01, 9.01, 9.09, 6.42, 9.01, 9.09, 100.00, 8.33, 5.88, 3.51, 6.09, 3.51, 6.42, 3.51, 5.00, 4.00, 100.00, 4.14, 2.05, 2.05, 2.05, 2.83, 1.80, 2.66, 2.66, 1.21, 1.14, 0.79, 0.94, 0.93, 100.00, 0.63, 1.57, 100.00, 0.13, 0.63, 0.63, 0.55, 0.25, 0.38, 0.38, 0.42, 0.28, 0.03, 0.03, 0.05, 82.58, 0.38, 0.93, 0.28, 0.24, 0.13, 0.19, 0.27, 82.58, 0.02, 0.04, 0.22, 0.19, 0.13, 14.28, 1.80, 6.25, 2.05, 7.69, 9.01, 9.01, 12.50, 0.54, 4.14, 1.57, 1.08, 1.21, 5.00, 4.50, 2.05, 20.00, 0.61, 100.00, 1.38, 100.00, 7.69, 4.73, 1.00, 0.02, 100.00, 1.35, 3.88, 0.93, 5.88, 3.17, 9.01, 2.66, 9.34, 1.35, 0.67, 0.79, 14.17, 9.09, 14.28, 100.00, 1.14, 7.14, 3.51, 15.38, 4.23, 4.08
UNIT_GIANT_DEATH_ROBOT, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 102.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 102.00, 102.00, 51.00, 102.00, 51.00, 102.00, 102.00, 102.00, 102.00, 51.00, 102.00, 102.00, 100.00, 102.00, 102.00, 100.00, 50.00, 102.00, 102.00, 51.00, 100.00, 51.00, 51.00, 102.00, 102.00, 100.00, 102.00, 100.00, 51.00, 51.00, 100.00, 102.00, 52.00, 52.00, 50.00, 51.00, 33.33, 50.00, 50.00, 34.33, 50.00, 33.33, 42.00, 52.00, 100.00, 33.33, 34.33, 100.00, 14.68, 35.33, 26.00, 20.00, 14.29, 21.00, 21.00, 35.33, 25.00, 6.43, 6.03, 7.48, 84.23, 21.00, 52.00, 25.00, 20.00, 11.11, 22.00, 15.29, 84.23, 5.22, 6.33, 12.50, 27.00, 16.66, 102.00, 33.33, 51.00, 50.00, 51.00, 102.00, 100.00, 102.00, 30.57, 102.00, 34.33, 34.33, 33.33, 50.00, 102.00, 50.00, 102.00, 26.00, 100.00, 52.00, 100.00, 51.00, 100.00, 50.00, 1.00, 100.00, 50.00, 100.00, 50.00, 51.00, 100.00, 102.00, 50.00, 100.00, 52.00, 52.00, 33.33, 102.00, 51.00, 102.00, 100.00, 50.00, 51.00, 100.00, 102.00, 51.00, 100.00
UNIT_ROCK_BAND, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01
UNIT_CANADA_MOUNTIE, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 7.27, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 25.00, 16.66, 12.50, 16.66, 11.11, 10.85, 10.85, 10.85, 7.27, 7.69, 9.48, 11.11, 100.00, 9.48, 6.42, 6.42, 7.69, 4.73, 6.42, 7.69, 100.00, 7.14, 5.26, 2.53, 4.87, 2.53, 4.73, 2.53, 4.23, 3.35, 100.00, 3.03, 1.44, 1.44, 1.44, 2.07, 1.28, 1.94, 1.94, 0.88, 0.88, 0.59, 0.67, 0.69, 100.00, 0.45, 1.14, 100.00, 0.11, 0.45, 0.47, 0.40, 0.18, 0.28, 0.28, 0.30, 0.21, 0.03, 0.03, 0.05, 82.58, 0.28, 0.69, 0.21, 0.18, 0.09, 0.14, 0.19, 82.58, 0.02, 0.04, 0.16, 0.14, 0.09, 11.11, 1.28, 4.54, 1.44, 6.66, 6.42, 6.42, 10.85, 0.39, 3.03, 1.14, 0.79, 0.88, 4.23, 3.17, 1.44, 16.66, 0.45, 100.00, 1.00, 100.00, 6.66, 3.51, 0.74, 0.02, 100.00, 1.00, 2.78, 0.69, 5.00, 2.30, 6.42, 1.94, 7.27, 1.00, 0.49, 0.59, 10.82, 7.14, 12.50, 100.00, 0.88, 6.66, 2.53, 13.22, 3.20, 3.05
UNIT_HUNGARY_BLACK_ARMY, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 2.53, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 14.28, 8.65, 6.66, 8.65, 6.25, 3.88, 3.88, 3.88, 2.53, 4.54, 3.72, 4.50, 100.00, 3.72, 2.30, 2.30, 4.54, 1.69, 2.30, 3.50, 100.00, 3.75, 2.22, 0.93, 1.73, 0.93, 1.69, 0.93, 1.52, 1.18, 100.00, 1.08, 0.54, 0.54, 0.54, 0.74, 0.46, 0.68, 0.68, 0.32, 0.31, 0.21, 0.24, 0.24, 100.00, 0.16, 0.41, 100.00, 0.04, 0.16, 0.17, 0.14, 0.07, 0.10, 0.10, 0.11, 0.08, 0.02, 0.02, 0.03, 82.58, 0.10, 0.24, 0.08, 0.08, 0.04, 0.07, 0.07, 82.58, 0.01, 0.02, 0.07, 0.07, 0.06, 4.50, 0.46, 1.68, 0.54, 4.05, 2.30, 2.30, 3.88, 0.14, 1.08, 0.41, 0.28, 0.32, 1.52, 1.14, 0.54, 8.65, 0.16, 100.00, 0.36, 100.00, 3.45, 1.26, 0.26, 0.01, 100.00, 0.36, 1.00, 0.24, 2.61, 0.88, 2.30, 0.68, 2.53, 0.36, 0.17, 0.21, 5.45, 4.35, 5.46, 100.00, 0.31, 3.84, 0.93, 5.79, 1.14, 1.07
